,age,race,earnwke,employed,unemployed,married,union,ne_states,so_states,ce_states,we_states,government,private,self,educ_lths,educ_hs,educ_somecol,educ_aa,educ_bac,educ_adv,female
315,28,3,375,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
316,49,1,800,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
317,39,1,860,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
318,23,3,423,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
319,50,1,390,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
320,32,3,"1923,07",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
321,29,3,"865,38",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
322,32,1,"923,07",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
323,56,1,1300,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
324,48,1,764,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
325,41,1,942,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
326,28,1,"1153,84",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
327,46,1,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
328,46,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
329,22,1,"237,5",1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
330,55,1,"1252,4",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
331,37,1,"1153,84",1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
332,36,1,140,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
333,45,1,"1730,76",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
334,46,1,816,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
335,40,1,"1153,84",1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
336,37,1,881,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
337,40,1,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
338,61,1,"2884,61",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
339,22,1,480,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
340,44,1,1440,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
341,43,1,"288,75",1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
342,59,1,"1153,84",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
343,59,1,"807,69",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
344,61,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
345,53,1,"384,61",1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
346,52,1,,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
347,50,1,"1923,07",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
348,54,1,2307,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
349,20,2,400,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
350,18,2,151,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
351,49,2,575,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
352,20,1,"230,76",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
353,38,1,1428,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
354,42,3,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
355,59,1,512,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
356,30,3,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
357,55,3,1620,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
358,31,1,"1692,3",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
359,48,1,400,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
360,44,1,200,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
361,37,1,202,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
362,41,1,1300,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
363,18,1,131,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
364,39,1,105,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
365,37,1,1250,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
366,39,1,360,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
367,57,1,,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
368,26,1,"384,61",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
369,45,1,800,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
370,35,1,"392,5",1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
371,48,1,730,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
372,43,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
373,43,1,1453,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
374,18,1,135,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
375,21,1,600,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
376,30,1,236,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
377,28,1,"1153,84",1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
378,49,1,"1923,07",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
379,60,1,"2884,61",0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
380,44,1,"1442,3",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
381,38,1,"673,07",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
383,48,2,769,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
384,42,2,458,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
385,59,1,720,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
386,30,1,250,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
387,47,1,1250,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
388,41,1,"576,92",1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
389,52,1,"2230,76",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
390,53,1,"576,92",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
391,23,1,"557,69",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
392,33,1,1000,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
393,42,1,,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
395,46,1,"1346,15",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
396,38,1,640,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
397,30,1,"2884,61",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
398,45,1,,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
399,53,1,380,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
400,31,3,875,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
401,34,3,"1523,07",1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
402,51,1,"769,23",1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
403,43,1,"576,92",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
404,40,1,"480,76",1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
405,35,1,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
406,36,1,"884,61",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
407,33,1,"903,84",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
408,35,1,"1365,38",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
409,38,1,"646,15",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
410,38,2,580,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
411,53,2,400,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
412,49,3,"923,07",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
413,61,1,"2307,69",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
414,35,1,,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
415,34,1,500,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
416,60,1,400,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
417,47,1,1250,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
418,48,1,190,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
419,55,1,800,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
420,45,1,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
421,26,1,"961,53",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
422,24,1,1250,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
423,60,1,"640,35",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
424,55,1,,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
425,46,1,314,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
426,39,1,"1153,84",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
427,41,1,884,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
428,47,1,1000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
429,61,1,,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
430,62,1,1519,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
431,61,1,720,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
432,61,1,"2884,61",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
433,32,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
434,31,1,220,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
435,49,1,,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
436,42,1,2500,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
437,43,1,"2884,61",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
438,63,1,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
439,61,1,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
440,54,2,260,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
441,61,1,"769,23",1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
443,48,1,1153,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
444,43,1,"1428,84",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
445,47,1,"1311,53",1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
446,48,1,"2884,61",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
447,49,1,"1653,84",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
448,50,1,"795,6",0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
449,51,2,"480,76",1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
450,49,2,"423,07",1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
451,31,1,"315,78",1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
452,31,1,145,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
453,27,1,600,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
454,34,1,969,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
455,45,2,424,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
456,51,2,920,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
457,42,1,"1538,46",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
458,28,1,540,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
459,30,1,720,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
460,61,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
461,54,1,"961,53",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
462,44,1,1400,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
463,41,1,625,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
464,24,1,400,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
465,36,1,"1346,15",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
466,59,1,1538,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
467,29,1,,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
468,25,1,800,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
469,48,1,950,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
470,53,1,"1038,46",1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
471,53,1,"674,5",1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
472,33,1,800,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
473,29,3,"560,4",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
474,49,1,560,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
475,56,3,740,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
476,28,3,360,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
477,35,1,1153,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
478,35,1,480,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
479,24,1,"461,53",0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
480,19,1,140,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
481,41,1,"1442,3",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
482,38,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
484,46,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
485,35,1,1000,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
486,35,2,"218,75",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
487,47,2,590,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
488,44,1,"1057,69",1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
489,20,1,"538,46",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
490,38,1,1250,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
491,61,1,450,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
492,58,1,"367,92",1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
493,28,1,120,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
494,42,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
495,34,1,"442,3",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
496,50,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
497,56,1,,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
498,53,1,224,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
499,54,1,155,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
500,37,1,1000,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
501,31,1,"1057,69",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
502,37,1,"2884,61",1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
503,36,1,"2884,61",1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
504,28,1,"2884,61",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
505,30,1,1653,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
506,39,1,,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
507,34,1,,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
508,30,1,2440,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
509,21,1,380,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
510,34,2,"1038,46",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
511,34,1,900,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
512,54,1,673,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
513,35,1,"1730,76",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
514,31,1,375,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
515,54,1,"2788,46",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
516,55,1,"692,3",1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
517,41,2,"673,07",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
518,29,2,"1223,07",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
519,33,2,"1153,84",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
520,30,3,1105,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
521,51,1,698,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
522,43,1,"1426,92",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
523,42,1,"2307,69",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
524,40,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
525,56,3,"576,92",1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
526,26,3,"730,76",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
527,27,1,"576,92",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
528,27,1,"576,92",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
529,43,3,"1615,38",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
530,31,1,"807,69",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
531,41,1,1700,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
533,61,1,,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
534,54,1,1807,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
535,41,1,"1096,15",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
536,41,1,"2403,84",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
537,27,1,"1076,92",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
538,52,2,1250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
539,40,2,750,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
541,49,3,"1237,61",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
542,61,1,736,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
544,46,1,660,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
545,50,1,"1057,69",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
546,46,1,"365,38",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
547,36,2,740,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
548,43,2,"1153,84",1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
549,50,1,"923,07",1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
551,45,1,216,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
552,53,1,"1038,46",1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
553,55,1,"1610,8",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
554,54,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
555,29,3,"1826,92",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
556,31,1,"1346,15",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
557,27,1,"1131,6",1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
558,28,1,400,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
559,29,1,"2115,38",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
560,59,1,2640,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
561,48,1,"865,38",1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
562,48,1,"398,24",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
563,61,1,"157,5",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
564,27,3,"738,46",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
565,22,1,510,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
566,53,1,"969,23",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
567,54,1,759,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
568,18,1,100,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
569,28,1,500,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
570,29,1,"919,5",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
571,45,1,1200,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
572,56,1,960,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
573,61,1,"769,23",1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
574,46,1,"1440,45",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
575,45,1,342,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
576,24,1,902,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
577,49,1,"1923,07",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
578,35,2,"326,25",1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
579,37,1,"759,61",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
580,39,1,1634,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
581,55,1,2884,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
582,53,1,1908,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
583,28,3,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
584,53,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
585,38,1,711,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
586,62,1,209,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
587,41,1,620,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
588,36,1,"630,8",1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
589,37,1,960,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
590,29,1,2307,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
591,38,1,,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
592,38,1,,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
593,49,1,"2884,61",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
594,27,3,420,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
595,31,2,900,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
596,32,2,600,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
597,52,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
598,37,1,"323,2",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
599,31,1,800,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
600,51,1,"1480,76",0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
601,52,1,"1923,07",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
603,34,1,440,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
604,40,3,625,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
605,62,1,,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
606,62,1,769,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
607,40,1,800,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
608,33,2,560,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
609,32,1,"803,5",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
610,32,3,369,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
611,50,1,"1307,69",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
612,34,1,"1730,76",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
613,33,1,425,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
614,54,1,"1288,46",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
615,54,1,"807,69",1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
616,55,1,2884,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
617,47,1,913,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
618,47,1,1346,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
619,37,1,550,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
620,49,1,440,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
621,48,1,320,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
622,58,1,480,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
623,42,1,600,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
624,39,3,350,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
625,20,1,"212,5",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
626,48,1,"769,23",1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
627,28,1,"990,92",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
628,57,1,"1634,61",1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
629,54,1,"1634,61",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
